week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,popularity
04-11-18,23,33078711.53,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2054953,1988464,158.37,296.5,12976,1622,1,8,0,sold out
11-11-18,24,37230401.33,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2109192,1988464,162.55,296.5,12976,1622,1,8,0,sold out
18-11-18,25,36501888.28,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2095399,1988464,161.48,296.5,12976,1622,1,8,0,sold out
25-11-18,26,43043393.13,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2338315,1988464,180.2,296.5,12976,1622,1,8,0,sold out
02-12-18,27,37805785.34,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2024212.5,1988464,156,296.5,12976,1622,1,8,0,sold out
09-12-18,28,40149570.28,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2035259,1988464,156.85,296.5,12976,1622,1,8,0,sold out
16-12-18,29,39865469.32,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2049378,1988464,157.94,296.5,12976,1622,1,8,0,sold out
23-12-18,30,41012369.65,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2228592,1988464,171.75,296.5,12976,1622,1,8,0,sold out
30-12-18,31,57807272.33,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2525850,1988464,194.66,296.5,12976,1622,1,8,0,sold out
06-01-19,32,37530273.1,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2251788,1988464,173.53,296.5,12976,1622,1,8,0,sold out
13-01-19,33,31937248.07,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2053032.5,1988464,158.22,296.5,12976,1622,1,8,0,sold out
20-01-19,34,31699189.77,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2063774,1988464,159.05,296.5,12976,1622,1,8,0,sold out
27-01-19,35,29982380.3,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1957299,1988464,150.84,296.5,12976,1622,1,8,0,sold out
03-02-19,36,26512354.56,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1927390,1988464,148.53,296.5,12976,1622,1,8,0,sold out
10-02-19,37,27661257.88,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1947680.5,1988464,150.1,296.5,12976,1622,1,8,0,sold out
17-02-19,38,30511551.35,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2013520.5,1988464,155.17,296.5,12976,1622,1,8,0,sold out
24-02-19,39,29863192.12,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2022610,1988464,155.87,296.5,12976,1622,1,8,0,sold out
03-03-19,40,27159271.45,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1915060,1988464,147.58,296.5,12976,1622,1,8,0,sold out
10-03-19,41,30252790.13,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1974219,1988464,152.14,296.5,12976,1622,1,8,0,sold out
17-03-19,42,32944572.64,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1948859,1988464,150.19,296.5,12976,1622,1,8,0,sold out
24-03-19,43,34204242.15,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1365612.5,1491348,140.32,296.5,9732,1622,1,6,0,sold out
31-03-19,44,36822964.51,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1825771.5,1676876,140.7,296.5,12976,1622,1,8,0,sold out
07-04-19,45,35291615.88,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1802396,1676876,138.9,296.5,12976,1622,1,8,0,sold out
14-04-19,46,34725461.34,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1708791.5,1676876,131.69,296.5,12976,1622,1,8,0,sold out
21-04-19,47,40219790.24,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,2021090.5,1676876,155.76,296.5,12976,1622,1,8,0,sold out
28-04-19,48,38151115.68,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1716124.5,1676876,132.25,296.5,12976,1622,1,8,0,sold out
05-05-19,49,34151624.49,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1602693,1676876,123.51,296.5,12976,1622,1,8,0,sold out
12-05-19,50,36855346.97,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1575933,1676876,121.45,296.5,12976,1622,1,8,0,sold out
19-05-19,51,35092350.5,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1532767,1676876,118.12,296.5,12976,1622,1,8,0,sold out
26-05-19,52,35905670.43,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1609528.5,1676876,124.04,296.5,12976,1622,1,8,0,sold out
02-06-19,1,34573184.72,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1553589,1676876,119.73,296.5,12976,1622,1,8,0,sold out
09-06-19,2,35439598.96,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1654176,1676876,127.48,296.5,12976,1622,1,8,0,sold out
16-06-19,3,34493610.47,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1504507,1676876,115.95,296.5,12976,1622,1,8,0,sold out
23-06-19,4,35987055.01,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1530639.5,1676876,117.96,296.5,12976,1622,1,8,0,sold out
30-06-19,5,35938539.43,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1498487.5,1676876,115.48,296.5,12976,1622,1,8,0,sold out
07-07-19,6,34108642.97,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1451748,1676876,111.88,296.5,12976,1622,1,8,0,sold out
14-07-19,7,30566473.66,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1209878,1467267,106.56,296.5,11354,1622,1,7,0,sold out
21-07-19,8,34264193.63,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1401672.5,1676876.57,108.02,296.5,12976,1622,1,8,0,sold out
28-07-19,9,33824901.44,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1422375,1406009,109.62,296.5,12976,1622,1,8,0,sold out
04-08-19,10,33730889.28,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1422213,1406009,109.6,296.5,12976,1622,1,8,0,sold out
11-08-19,11,33808015.83,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1411355,1346986,108.77,296.5,12976,1622,1,8,0,sold out
18-08-19,12,31972753.31,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1340243,1292900,103.29,296.5,12976,1622,1,8,0,sold out
25-08-19,13,27987012.48,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1205725,1176346,92.92,296.5,12976,1622,1,8,0,sold out
01-09-19,14,28652876.74,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1306469.5,1247697.5,100.68,296.5,12976,1622,1,8,0,sold out
08-09-19,15,25965470.89,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1103760,1083869,85.06,296.5,12976,1622,1,8,0,sold out
15-09-19,16,29092570.96,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1095481,1083869,84.42,296.5,12976,1622,1,8,0,sold out
22-09-19,17,29320908.11,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1017975,1000393,78.45,296.5,12976,1622,1,8,0,sold out
29-09-19,18,29894777.05,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1107617.5,1071990.5,85.36,296.5,12976,1622,1,8,0,sold out
06-10-19,19,30098714.42,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1001338.5,995707,77.17,296.5,12976,1622,1,8,0,sold out
13-10-19,20,35212990.4,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1253330,1207429,96.59,296.5,12976,1622,1,8,0,sold out
20-10-19,21,34644583.03,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1038151.5,1012378,80.01,296.5,12976,1622,1,8,0,sold out
27-10-19,22,33983842,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1001780,995707,77.2,296.5,12976,1622,1,8,0,sold out
03-11-19,23,31122600.61,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,964909.5,984602.04,74.36,296.5,12976,1622,1,8,0,sold out
10-11-19,24,35399366.34,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1149130.5,1117116.5,88.56,296.5,12976,1622,1,8,0,sold out
17-11-19,25,32819620.56,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,941249,964325,72.54,296.5,12976,1622,1,8,0,sold out
24-11-19,26,32015928.6,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,930990,964325,71.75,296.5,12976,1622,1,8,0,sold out
01-12-19,27,41687333.21,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1457094.5,1365451.5,112.29,296.5,12976,1622,1,8,0,sold out
08-12-19,28,38317632.21,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1059050,1048809,81.62,296.5,12976,1622,1,8,0,sold out
15-12-19,29,38869140.81,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1112146,1077975,85.71,296.5,12976,1622,1,8,0,sold out
22-12-19,30,40645773.41,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,1383980,1309636,106.66,296.5,12976,1622,1,8,0,sold out
29-12-19,31,55765407.59,"Harry Potter and the Cursed Child, Parts One and Two",Ethel Barrymore Theatre,2049310,1867268,157.93,296.5,12976,1622,1,8,0,sold out
20-08-17,13,28674785.82,The Lion King,Gerald Schoenfeld Theatre,2147648,2248643,158.29,225,13568,1696,1,8,0,sold out
17-06-18,3,39653551.79,The Lion King,Gerald Schoenfeld Theatre,2285109,2124285,168.42,225,13568,1696,1,8,0,sold out
08-07-18,6,33865379.57,The Lion King,Gerald Schoenfeld Theatre,2493708,2284278,183.79,225,13568,1696,1,8,0,sold out
24-02-19,39,29863192.12,The Lion King,Gerald Schoenfeld Theatre,2017833,2053217,148.72,225,13568,1696,1,8,0,sold out
24-03-19,43,34204242.15,The Lion King,Gerald Schoenfeld Theatre,2128040,2340514,156.84,225,13568,1696,1,8,0,sold out
31-03-19,44,36822964.51,The Lion King,Gerald Schoenfeld Theatre,2158754,2293027,159.11,225,13568,1696,1,8,0,sold out
22-07-18,8,36855921.43,Pretty Woman: The Musical,Lyceum Theatre,328854,341332,140.78,275,2336,1168,1,0,2,sold out
26-06-16,5,28923675.96,The Lion King,Gerald Schoenfeld Theatre,2113062,2106605,155.72,225,13570,1696,1.0001,8,0,sold out
01-01-17,32,49710189.78,The Lion King,Gerald Schoenfeld Theatre,3098330,2848311,202.96,225,15266,1696,1.0001,9,0,sold out
11-06-17,3,34128419.59,The Lion King,Gerald Schoenfeld Theatre,2096787,2087165,154.52,225,13570,1696,1.0001,8,0,sold out
25-06-17,5,35273881.85,The Lion King,Gerald Schoenfeld Theatre,2146165,2125120,158.17,225,13569,1696,1.0001,8,0,sold out
03-09-17,15,27899472.03,The Lion King,Gerald Schoenfeld Theatre,1999796,2117798,147.37,225,13570,1696,1.0001,8,0,sold out
18-03-18,43,31954759.69,The Lion King,Gerald Schoenfeld Theatre,2025434,2002068,149.27,225,13569,1696,1.0001,8,0,sold out
01-04-18,45,42016688.35,The Lion King,Gerald Schoenfeld Theatre,3092152,2879714,202.55,225,15266,1696,1.0001,9,0,sold out
01-07-18,5,38126488.51,The Lion King,Gerald Schoenfeld Theatre,2331687,2126160,171.84,225,13569,1696,1.0001,8,0,sold out
19-08-18,12,35465011.8,The Lion King,Gerald Schoenfeld Theatre,2340017,2301934,172.44,225,13570,1696,1.0001,8,0,sold out
30-09-18,18,29521717.1,The Lion King,Gerald Schoenfeld Theatre,1990243,2038631,146.66,225,13570,1696,1.0001,8,0,sold out
28-04-19,48,38151115.68,The Lion King,Gerald Schoenfeld Theatre,2451371,2604437,180.66,225,13569,1696,1.0001,8,0,sold out
23-06-19,4,35987055.01,The Lion King,Gerald Schoenfeld Theatre,2422497,2597905,178.53,225,13569,1696,1.0001,8,0,sold out
26-02-17,40,25416821.35,Aladdin,Brooks Atkinson Theatre,1469616,1544391,106.36,199.5,13818,1727,1.0001,8,0,sold out
30-12-18,31,57807272.33,Aladdin,Brooks Atkinson Theatre,2584549,2643490,166.26,299.5,15545,1727,1.0001,9,0,sold out
19-06-16,4,28229255.81,The Lion King,Gerald Schoenfeld Theatre,2106410,2106605,155.21,225,13571,1696,1.0002,8,0,sold out
11-03-18,42,29425481.36,The Lion King,Gerald Schoenfeld Theatre,1774590,1756842,130.76,225,13571,1696,1.0002,8,0,sold out
10-06-18,2,39211500.4,The Lion King,Gerald Schoenfeld Theatre,2203934,2096651,162.4,225,13571,1696,1.0002,8,0,sold out
12-08-18,11,37289893.41,The Lion King,Gerald Schoenfeld Theatre,2412158,2243340,177.74,225,13571,1696,1.0002,8,0,sold out
30-12-18,31,57807272.33,The Lion King,Gerald Schoenfeld Theatre,3696974,3449179,242.15,225,15267,1696,1.0002,9,0,sold out
17-03-19,42,32944572.64,The Lion King,Gerald Schoenfeld Theatre,2024027,2222079,149.14,225,13571,1696,1.0002,8,0,sold out
12-06-16,3,28477729.82,The Lion King,Gerald Schoenfeld Theatre,2071899,2048284,152.66,225,13572,1696,1.0003,8,0,sold out
08-01-17,33,29567891.31,The Lion King,Gerald Schoenfeld Theatre,2045683,1792003,150.73,225,13572,1696,1.0003,8,0,sold out
19-11-17,26,31147315.59,The Lion King,Gerald Schoenfeld Theatre,1758185,1714320,148.05,225,11876,1696,1.0003,7,0,sold out
13-05-18,51,38621280.34,The Lion King,Gerald Schoenfeld Theatre,1834578,1669415,154.48,225,11876,1696,1.0003,7,0,sold out
24-06-18,4,40285883.82,The Lion King,Gerald Schoenfeld Theatre,2308012,2146039,170.06,225,13572,1696,1.0003,8,0,sold out
07-10-18,19,33381110.92,The Lion King,Gerald Schoenfeld Theatre,2277162,2393692,167.78,225,13572,1696,1.0003,8,0,sold out
03-07-16,6,26033648.79,The Lion King,Gerald Schoenfeld Theatre,2164298,2140724,159.46,225,13573,1696,1.0004,8,0,sold out
26-02-17,40,25416821.35,The Lion King,Gerald Schoenfeld Theatre,1861673,1765855,137.15,225,13574,1696,1.0004,8,0,sold out
18-06-17,4,34505435.31,The Lion King,Gerald Schoenfeld Theatre,2122697,2127930,156.38,225,13574,1696,1.0004,8,0,sold out
31-12-17,32,50354028.55,The Lion King,Gerald Schoenfeld Theatre,3099930,2802302,228.39,225,13573,1696,1.0004,8,0,sold out
18-02-18,39,26335055.74,The Lion King,Gerald Schoenfeld Theatre,2029508,1953668,149.53,225,13573,1696,1.0004,8,0,sold out
05-08-18,10,36391384.98,The Lion King,Gerald Schoenfeld Theatre,2476144,2305015,182.43,225,13573,1696,1.0004,8,0,sold out
09-10-16,20,25903635.94,Beautiful: The Carole King Musical,Nederlander Theatre,990138.2,1117426,120.57,249,8212,1026,1.0005,8,0,sold out
12-11-17,25,32477412.57,The Band's Visit,Lyric Theatre,830061.5,1035962,99.23,247,8365,1045,1.0006,4,4,sold out
03-02-19,36,26512354.56,Dear Evan Hansen,Music Box Theatre,1196117.48,1352224,151.85,397,7877,984,1.0006,8,0,sold out
23-10-16,22,27441874.45,Beautiful: The Carole King Musical,Nederlander Theatre,1009281.9,1117426,122.89,249,8213,1026,1.0006,8,0,sold out
22-10-17,22,30630790.04,The Band's Visit,Lyric Theatre,872163,1036916,104.15,277,8374,1046,1.0007,0,8,sold out
08-04-18,46,42596195.27,Frozen,Gerald Schoenfeld Theatre,2275395,2226184,169.17,297,13450,1680,1.0007,8,0,sold out
20-05-18,52,38813251.1,The Phantom of the Opera,Sam S. Shubert Theatre,1187605.6,1356418,92.41,213,12851,1605,1.0009,8,0,sold out
23-07-17,9,31395963.12,Anastasia,Cort Theatre,1066305.7,1144891,116.47,350,9155,1143,1.0012,8,0,sold out
02-04-17,45,34447048.43,Anastasia,Cort Theatre,971783,1002201,121.29,350,8012,1143,1.0014,0,7,sold out
24-11-19,26,32015928.6,To Kill A Mockingbird,Sam S. Shubert Theatre,1666008,1751250,144.91,497,11497,1435,1.0015,8,0,sold out
11-02-18,38,22018577.15,Dear Evan Hansen,Music Box Theatre,1655163.05,1425136,209.91,448,7885,984,1.0017,8,0,sold out
05-05-19,49,34151624.49,Dear Evan Hansen,Music Box Theatre,1208235.6,1234034,153.23,348,7885,984,1.0017,8,0,sold out
21-01-18,35,27685184.24,"Hello, Dolly!",Sam S. Shubert Theatre,372200.44,369104,128.48,297,2897,1446,1.0017,2,0,sold out
08-05-16,50,27579172.93,Waitress,Lyceum Theatre,960477.4,1019480,114.68,270,8375,1045,1.0018,8,0,sold out
11-11-18,24,37230401.33,To Kill A Mockingbird,Sam S. Shubert Theatre,1130163,1213193,112.14,348,10078,1437,1.0019,0,7,sold out
07-07-19,6,34108642.97,Mean Girls,Cort Theatre,1039179.35,1176000,105.82,249.5,9820,1225,1.002,8,0,sold out
18-11-18,25,36501888.28,To Kill A Mockingbird,Sam S. Shubert Theatre,1291741.44,1388722,112.12,348,11521,1437,1.0022,0,8,sold out
31-12-17,32,50354028.55,Anastasia,Cort Theatre,1823737.4,1224370,176.87,350,10311,1143,1.0023,9,0,sold out
01-10-17,19,23206323.74,"Hello, Dolly!",Sam S. Shubert Theatre,2310278.02,1830076,199.25,748,11595,1446,1.0023,8,0,sold out
04-11-18,23,33078711.53,To Kill A Mockingbird,Sam S. Shubert Theatre,520357.32,526587,120.43,273,4321,1437,1.0023,0,3,sold out
19-03-17,43,30015943.81,Come From Away,Gerald Schoenfeld Theatre,877058.43,1117600,104.55,223,8389,1046,1.0025,8,0,sold out
17-11-19,25,32819620.56,To Kill A Mockingbird,Sam S. Shubert Theatre,1824941.3,1751250,158.57,497,11509,1435,1.0025,8,0,sold out
31-12-17,32,50354028.55,School of Rock - The Musical,Stephen Sondheim Theatre,1878856.7,1609479,136.71,248,13743,1523,1.0026,9,0,sold out
08-04-18,46,42596195.27,Mean Girls,Cort Theatre,1176175.3,1430706,119.69,299.5,9827,1225,1.0028,1,7,sold out
18-06-17,4,34505435.31,Anastasia,Cort Theatre,1111664.2,1153441,121.23,350,9170,1143,1.0028,8,0,sold out
23-09-18,17,26309335.52,Dear Evan Hansen,Music Box Theatre,1444251.25,1425136,182.96,448,7894,984,1.0028,8,0,sold out
19-03-17,43,30015943.81,The Phantom of the Opera,Sam S. Shubert Theatre,1167703.1,1349972,90.68,203,12877,1605,1.0029,8,0,sold out
04-03-18,41,26316392.79,Frozen,Gerald Schoenfeld Theatre,983535,992879,116.75,277.5,8424,1680,1.0029,0,5,sold out
29-12-19,31,55765407.59,Waitress,Lyceum Theatre,1270489.7,1318594,151.52,350,8385,1045,1.003,8,0,sold out
17-06-18,3,39653551.79,The Phantom of the Opera,Sam S. Shubert Theatre,1142763.73,1356418,88.72,213,12880,1605,1.0031,8,0,sold out
19-03-17,43,30015943.81,"Hello, Dolly!",Sam S. Shubert Theatre,1404161.2,1166745,196.19,748,7157,1427,1.0031,0,5,sold out
22-12-19,30,40645773.41,To Kill A Mockingbird,Sam S. Shubert Theatre,1832306.14,1751250,159.1,497,11517,1435,1.0032,8,0,sold out
07-01-18,33,32207429.53,"Hello, Dolly!",Sam S. Shubert Theatre,2206170.14,1830076,190.09,996,11606,1446,1.0033,8,0,sold out
08-09-19,15,25965470.89,Dear Evan Hansen,Music Box Theatre,960500.27,1234034,121.6,297,7899,984,1.0034,8,0,sold out
04-06-17,2,32793984.32,Anastasia,Cort Theatre,1088534.7,1153441,118.62,350,9177,1143,1.0036,8,0,sold out
18-03-18,43,31954759.69,Anastasia,Cort Theatre,999516,1093588,108.92,273,9177,1143,1.0036,8,0,sold out
25-02-18,40,27049672.63,Frozen,Gerald Schoenfeld Theatre,926840,945938,137.43,297,6744,1680,1.0036,0,4,sold out
19-11-17,26,31147315.59,Dear Evan Hansen,Music Box Theatre,1677280.9,1377584,212.26,448,7902,984,1.0038,8,0,sold out
07-01-18,33,32207429.53,Anastasia,Cort Theatre,1032519.4,962806,128.53,298,8033,1143,1.004,7,0,sold out
23-04-17,48,35895402.43,Waitress,Lyceum Theatre,1270657.2,1019480,151.38,270,8394,1045,1.0041,8,0,sold out
15-12-19,29,38869140.81,To Kill A Mockingbird,Sam S. Shubert Theatre,1874481.08,1751250,162.59,497,11529,1435,1.0043,8,0,sold out
25-03-18,44,35414660.27,Mean Girls,Cort Theatre,1265646.1,1253369,146.93,299.5,8614,1225,1.0045,0,7,sold out
06-01-19,32,37530273.1,Mean Girls,Cort Theatre,1444083.75,1328576,146.68,324.5,9845,1225,1.0046,8,0,sold out
10-06-18,2,39211500.4,The Phantom of the Opera,Sam S. Shubert Theatre,1141362.44,1356418,88.48,213,12899,1605,1.0046,8,0,sold out
03-01-16,32,43065472,Matilda The Musical,Sam S. Shubert Theatre,1556824,1479089,120.25,250,12947,1432,1.0046,9,0,sold out
18-09-16,17,22174849.86,Beautiful: The Carole King Musical,Nederlander Theatre,961845,1006896,116.64,299,8246,1026,1.0046,8,0,sold out
23-12-18,30,41012369.65,Mean Girls,Cort Theatre,1589811.2,1328576,161.47,349.5,9846,1225,1.0047,8,0,sold out
01-01-17,32,49710189.78,Beautiful: The Carole King Musical,Nederlander Theatre,1198245,1257104.25,129.16,249,9277,1026,1.0047,9,0,sold out
26-03-17,44,32453591.42,"Hello, Dolly!",Sam S. Shubert Theatre,1670486.07,1400094,194.17,748,8603,1427,1.0048,0,6,sold out
09-04-17,46,35186711.31,"Hello, Dolly!",Sam S. Shubert Theatre,1939035.41,1633443,193.17,748,10038,1427,1.0049,0,7,sold out
25-06-17,5,35273881.85,Anastasia,Cort Theatre,1142508.7,1153441,124.32,350,9190,1143,1.005,8,0,sold out
23-06-19,4,35987055.01,Mean Girls,Cort Theatre,1101176.6,1176000,111.79,249.5,9850,1225,1.0051,8,0,sold out
28-01-18,36,27522164.93,Waitress,Lyceum Theatre,1626478,1019480,193.54,270,8404,1045,1.0053,8,0,sold out
17-04-16,47,27177086.08,Waitress,Lyceum Theatre,937590.2,1019480,111.55,270,8405,1045,1.0054,0,8,sold out
19-08-18,12,35465011.8,Pretty Woman: The Musical,Lyceum Theatre,1065917,1365328,113.47,275,9394,1168,1.0054,5,3,sold out
01-04-18,45,42016688.35,Mean Girls,Cort Theatre,1468683.3,1430706,149.04,299.5,9854,1225,1.0055,0,8,sold out
21-04-19,47,40219790.24,Mean Girls,Cort Theatre,1360359,1328576,138.05,324.5,9854,1225,1.0055,8,0,sold out
02-06-19,1,34573184.72,Come From Away,Gerald Schoenfeld Theatre,897185.5,1135584,106.63,297,8414,1046,1.0055,8,0,sold out
08-09-19,15,25965470.89,Come From Away,Gerald Schoenfeld Theatre,816042.81,1108592,96.99,297,8414,1046,1.0055,8,0,sold out
19-06-16,4,28229255.81,Waitress,Lyceum Theatre,1084774.8,1019480,129.03,270,8407,1045,1.0056,8,0,sold out
25-08-19,13,27987012.48,Waitress,Lyceum Theatre,938086.7,1019480,111.58,270,8407,1045,1.0056,8,0,sold out
01-01-17,32,49710189.78,Matilda The Musical,Sam S. Shubert Theatre,1902189.44,1338930,146.77,250,12960,1432,1.0056,9,0,sold out
16-04-17,47,41151034.39,Anastasia,Cort Theatre,1207938,1150532,131.35,350,9196,1143,1.0057,0,8,sold out
01-01-17,32,49710189.78,The Phantom of the Opera,Sam S. Shubert Theatre,1942351.41,1655029,133.69,203,14529,1605,1.0058,9,0,sold out
16-04-17,47,41151034.39,School of Rock - The Musical,Stephen Sondheim Theatre,1449008.8,1445048,118.24,248,12255,1523,1.0058,8,0,sold out
02-04-17,45,34447048.43,"Hello, Dolly!",Sam S. Shubert Theatre,1965673,1633443,195.63,748,10048,1427,1.0059,0,7,sold out
03-09-17,15,27899472.03,"Hello, Dolly!",Sam S. Shubert Theatre,2273239.92,1830076,195.36,748,11636,1446,1.0059,8,0,sold out
27-10-19,22,33983842,Beautiful: The Carole King Musical,Nederlander Theatre,1209465.4,994804,146.46,247,8258,1026,1.0061,8,0,sold out
11-02-18,38,22018577.15,Come From Away,Gerald Schoenfeld Theatre,1141413.45,1260966,135.56,347,8420,1046,1.0062,8,0,sold out
13-10-19,20,35212990.4,Beautiful: The Carole King Musical,Nederlander Theatre,1061506.5,994804,128.53,247,8259,1026,1.0062,8,0,sold out
02-12-18,27,37805785.34,To Kill A Mockingbird,Sam S. Shubert Theatre,1336029.5,1388722,115.48,397,11569,1437,1.0064,0,8,sold out
01-12-19,27,41687333.21,To Kill A Mockingbird,Sam S. Shubert Theatre,2018899.36,1751250,174.75,497,11553,1435,1.0064,8,0,sold out
16-10-16,21,25369049.51,Beautiful: The Carole King Musical,Nederlander Theatre,1025848.8,1117426,124.18,249,8261,1026,1.0065,8,0,sold out
01-04-18,45,42016688.35,School of Rock - The Musical,Stephen Sondheim Theatre,1298597,1443688,105.9,248,12263,1523,1.0065,8,0,sold out
21-01-18,35,27685184.24,Come From Away,Gerald Schoenfeld Theatre,1201167.8,1260966,142.61,347,8423,1046,1.0066,8,0,sold out
31-12-17,32,50354028.55,The Phantom of the Opera,Sam S. Shubert Theatre,2146125.94,1521447,147.6,247,14540,1605,1.0066,9,0,sold out
11-03-18,42,29425481.36,Dear Evan Hansen,Music Box Theatre,1654007.6,1425136,208.73,448,7924,984,1.0066,8,0,sold out
13-08-17,12,30312333.55,Dear Evan Hansen,Music Box Theatre,1662689.6,1377584,209.78,397,7926,984,1.0069,8,0,sold out
29-04-18,49,35335326.58,Mean Girls,Cort Theatre,1457577.35,1469426,147.69,324.5,9869,1225,1.007,8,0,sold out
25-11-18,26,43043393.13,To Kill A Mockingbird,Sam S. Shubert Theatre,1260035.61,1228703,124.4,397,10129,1437,1.007,0,7,sold out
24-04-16,48,27121277.4,Waitress,Lyceum Theatre,746871.2,1019480,88.71,270,8419,1045,1.0071,1,7,sold out
03-02-19,36,26512354.56,Come From Away,Gerald Schoenfeld Theatre,911125.3,1154784,108.12,297,8427,1046,1.0071,8,0,sold out
11-06-17,3,34128419.59,Anastasia,Cort Theatre,1116917.64,1153441,121.27,350,9210,1143,1.0072,8,0,sold out
12-05-19,50,36855346.97,Dear Evan Hansen,Music Box Theatre,1181292.49,1234034,148.95,348,7931,984,1.0075,8,0,sold out
15-04-18,47,37729078.44,Mean Girls,Cort Theatre,1382096.2,1430706,139.97,299.5,9874,1225,1.0076,8,0,sold out
06-05-18,50,36994026.79,Mean Girls,Cort Theatre,1461048.6,1469426,147.97,324.5,9874,1225,1.0076,8,0,sold out
08-12-19,28,38317632.21,To Kill A Mockingbird,Sam S. Shubert Theatre,1937216,1751250,167.48,497,11567,1435,1.0076,8,0,sold out
17-09-17,17,26613186.99,"Hello, Dolly!",Sam S. Shubert Theatre,2322113.74,1830076,199.19,748,11658,1446,1.0078,8,0,sold out
26-11-17,27,39079347.02,"Hello, Dolly!",Sam S. Shubert Theatre,2468174.59,1830076,211.68,996,11660,1446,1.008,8,0,sold out
